0.2214,1.4871
0.22175,1.4885
0.2221,1.4902
0.22245,1.492
0.2228,1.4941
0.22316,1.4963
0.22351,1.4987
0.22387,1.5014
0.22422,1.5042
0.22458,1.5073
0.22494,1.5106
0.2253,1.5141
0.22566,1.5178
0.22603,1.5218
0.22639,1.5261
0.22676,1.5306
0.22712,1.5354
0.22749,1.5404
0.22786,1.5457
0.22823,1.5514
0.2286,1.5573
0.22897,1.5635
0.22935,1.5701
0.22972,1.5771
0.2301,1.5843
0.23047,1.592
0.23085,1.6001
0.23123,1.6085
0.23161,1.6174
0.23199,1.6268
0.23238,1.6366
0.23276,1.6469
0.23315,1.6577
0.23354,1.6691
0.23392,1.681
0.23431,1.6935
0.2347,1.7067
0.2351,1.7205
0.23549,1.7349
0.23589,1.7501
0.23628,1.7661
0.23668,1.7829
0.23708,1.8004
0.23748,1.8189
0.23788,1.8382
0.23828,1.8585
0.23869,1.8798
0.23909,1.9021
0.2395,1.9254
0.23991,1.9498
0.24032,1.9754
0.24073,2.002
0.24114,2.0297
0.24156,2.0586
0.24197,2.0886
0.24239,2.1198
0.24281,2.1519
0.24323,2.1851
0.24365,2.2192
0.24407,2.2541
0.2445,2.2897
0.24493,2.326
0.24535,2.3627
0.24578,2.3996
0.24621,2.4367
0.24664,2.4737
0.24708,2.5105
0.24751,2.5469
0.24795,2.5828
0.24839,2.618
0.24883,2.6524
0.24927,2.686
0.24971,2.7187
0.25015,2.7505
0.2506,2.7815
0.25105,2.8117
0.2515,2.8411
0.25195,2.8699
0.2524,2.8981
0.25285,2.9259
0.25331,2.9532
0.25377,2.9803
0.25422,3.0071
0.25469,3.0338
0.25515,3.0603
0.25561,3.0867
0.25608,3.1129
0.25654,3.139
0.25701,3.165
0.25748,3.1907
0.25796,3.2162
0.25843,3.2414
0.25891,3.2661
0.25938,3.2904
0.25986,3.3142
0.26034,3.3373
0.26083,3.3598
0.26131,3.3815
0.2618,3.4023
0.26229,3.4224
0.26278,3.4415
0.26327,3.4598
0.26376,3.4771
0.26426,3.4934
0.26476,3.5089
0.26526,3.5234
0.26576,3.5371
0.26626,3.5499
0.26676,3.5619
0.26727,3.5731
0.26778,3.5836
0.26829,3.5935
0.2688,3.6027
0.26932,3.6115
